Codigo_PRTR,index,Nombre_del_complejo,Cantidad_total_atmosfera,Empresa_matriz,Municipio,Provincia,Longitud,Latitud,CNAE_2009,Actividad económica principal
1287,1449,GANADOS GILI (SOSES) ,16.43,"GANADOS GILI, SA",Soses,Lleida,0.483841,41.545915,Explotación de ganado porcino,
6814,1450,"CAMEROS BENEDICTO, MARÍA ISABEL ",16.424,"GRANJA MARIA ISABEL CAMEROS BENEDICTO, S.L.",Carcastillo,Navarra,-1.445285,42.37987,Explotación de ganado porcino,
8431,1451,AGROPECUARIA GARCIA MARTIN ,16.422,MIQUEL ANGEL GARCIA MARTIN,"Borges Blanques, Les",Lleida,0.848484,41.530714,Explotación de ganado porcino,
9801,1452,GRANJA EL CHAPARRAL ,16.4,CELESTINO MARTÍNEZ QUILES,Chirivel,Almeria,-2.277288,37.582262,Explotación de ganado porcino,
9018,1453,AMADOR GALLEGO ALFAGEME ,16.4,AMADOR GALEGO ALFAGEME,San Pedro de Latarce,Valladolid,-5.330983,41.742994,Explotación de ganado porcino,
8236,1454,HERMANOS SASTRE SANTOS SOC. CIVIL ,16.4,"HERMANOS SASTRE SANTOS, S. CIVIL",Cuellar,Segovia,-4.350556,41.317778,Explotación de ganado porcino,
7913,1455,LA SARDONIZA S.L ,16.4,LA SARDONIZA S.L.,Santa María de Valverde,Zamora,-5.915833,41.9275,Explotación de ganado porcino,
7860,1456,ALVAQUEL C.B. ,16.4,"ALVAQUEL, C.B.",Velamazán,Soria,-2.740206,41.482556,Explotación de ganado porcino,
7858,1457,"GRANJAS SAN LUIS, S.L. - NOICELA ",16.4,GRANJAS SAN LUIS S.L.,Carvallo,Coruña (La),-8.61243,43.28101,Explotación de ganado porcino,
7385,1458,EXPLOTACION PORCINA DE CEBO ,16.4,FRANCISCO SANCHEZ GALERA,Lorca,Murcia,-1.859822,37.738396,Explotación de ganado porcino,
7008,1459,PEREZ RUA C.B. ,16.4,RUA OURENSE 26 - SARREAUS,Serreaus,Ourense,-7.604722,42.081389,Explotación de ganado porcino,
4415,1460,TEÓFILO JIMÉNEZ SEVILLANO-ESTACIÓN VIEJA ,16.4,TEOFILO JIMÉNEZ SEVILLANO,Ólvega,Soria,-1.9958,41.786753,Explotación de ganado porcino,
4048,1461,JOSÉ MARÍA HERNÁNDEZ PÉREZ ,16.4,JOSE MARÍA HERNÁNDEZ PÉREZ,Montejo de Arévalo,Segovia,-4.643194,41.150131,Explotación de ganado porcino,
4024,1462,JUAN ANTONIO NIETO MONTALVILLO ,16.4,JUAN ANTONIO NIETO MONTALVILLO,Cuellar,Segovia,-4.346667,41.418056,Explotación de ganado porcino,
1246,1463,GRANJA SAN JULIÁN ,16.4,"PIENSOS JIMÉNEZ, S.L.",Marmolejo,Jaén,-4.159231,38.04563,Explotación de ganado porcino,
1212,1464,GRANJA PORCINO ORTILLO (GRANJA LOS VIDALES) ,16.4,"JOSÉ, DOMINGO Y MIGUEL ANGEL MORENO SÁNCHEZ",Lorca,Murcia,-1.85,37.72,Explotación de ganado porcino,
9780,1465,ANASTASIO SEVILLA CANO ,16.391,ANASTASIO SEVILLA CANO,Madridejos,Toledo,-3.5169,39.446,Explotación de ganado porcino,
9598,1466,FERNANDO MARCILLA GARRIDO ,16.391,FERNANDO MARCILLA GARRIDO,Rincón de Soto,Rioja (La),-1.873105,42.2053,Explotación de ganado porcino,
8483,1467,EXPLOTACION PORCINA CHARCO ,16.391,"EXPLOTACIONES FRANCES, S.L.",Lorca,Murcia,-1.5322,37.547,Explotación de ganado porcino,
8482,1468,EXPLOTACION PORCINA MOLAERAS ,16.391,"EXPLOTACIONES FRANCES, S.L.",Lorca,Murcia,-1.5255,37.5444,Explotación de ganado porcino,
8480,1469,EXPLOTACION PORCINA ATOCHA ,16.391,"EXPLOTACIONES FRANCES, S.L.",Lorca,Murcia,-1.546,37.5355,Explotación de ganado porcino,
8479,1470,EXPLOTACION PORCINA FELIPAS ,16.391,"EXPLOTACIONES FRANCES, S.L.",Lorca,Murcia,-1.889012,37.890594,Explotación de ganado porcino,
8465,1471,PRATS CARBÓ ,16.391,PRATS CARBÓ,Tirig,Castellón,0.074769,40.433433,Explotación de ganado porcino,
8313,1472,SAT 430 HAMBRAN 28 ,16.391,SAT 430 HAMBRAN 28,"Torre de Esteban Hambrán, La",Toledo,-4.21696,40.15552,Explotación de ganado porcino,
8288,1473,"GRANJA ARCADI, S.L.-2 POL.13 PARC.69 ",16.391,"GRANJA ARCADI, S.L.",Murillo El Cuende,Navarra,-1.630297,42.397297,Explotación de ganado porcino,
7336,1474,RICARDO LÓPEZ CABAÑAS ,16.391,GANADOS EL JARILLO S.L.,Quero,Toledo,-3.2574,39.3799,Explotación de ganado porcino,
7324,1475,GANADOS EL JARILLO S.L. ,16.391,GANADOS EL JARILLO S.L.,Quero,Toledo,-3.2387,39.5281,Explotación de ganado porcino,
7226,1476,GRANJA EL PICAYO S.L. ,16.391,GRANJA EL PICAYO S.L.,Pozohondo,Albacete,-1.9063,38.5555,Explotación de ganado porcino,
7111,1477,PHG-SELECCIÓN ,16.391,PHG SELECCION,Alpuente,Valencia,-1.049616,39.845558,Explotación de ganado porcino,
5355,1478,EXPLOTACION PORCINA PORLAN ,16.391,"JUAN JIMENEZ GARCIA, S.A.",Lorca,Murcia,-1.683529,37.608543,Explotación de ganado porcino,
4368,1479,ORIENT SALES ,16.391,"ORIENT SALES, C.B.","Coves de Vinromà, les",Castellón,0.099879,40.303927,Explotación de ganado porcino,
3264,1480,VICENTE BAIXAMÁ FORES ,16.391,VICENTE BAIXAMÁ FORES,"Coves de Vinromà, les",Castellón,0.112697,40.350148,Explotación de ganado porcino,
1008,1481,MIGUEL MATEU SALES ,16.391,MIGUEL MATEU SALES,"Coves de Vinromà, les",Castellón,0.120291,40.324895,Explotación de ganado porcino,
7112,1482,JOSE MANUEL MARTINEZ GALLARTE ,16.386,JOSE MANUEL MARTINEZ GALLARTE,Alpuente,Valencia,-1.013507,39.8997,Explotación de ganado porcino,
2188,1483,GRANJA REGATIM-FILLET ,16.381,"SUBIROS VIÑOLAS, S.C.P. (ABANS RAMSALT, S.A)",Villamalla,Girona,2.956007,42.220458,Explotación de ganado porcino,
6109,1484,"HERMANOS BERNAL, C.B. ",16.369,HERMANOS BERNAL PALAU,Vall d´Alba,Castellón,-0.036153,40.174696,Explotación de ganado porcino,
8781,1485,GRANJA ALGERRI ,16.364,"LERIDANA DE PIENSOS, S.A",Algerri,Lleida,0.659357,41.803081,Explotación de ganado porcino,
6394,1486,GRANJA FELIP ,16.358,FELIP SCP,Sant Martí de Riucorb,Lleida,1.063744,41.56366,Explotación de ganado porcino,
7191,1487,AGROPECUARIA DEL MAESTRAZGO ,16.341,AGROPECUARIA DEL MAESTRAZGO,Tirig,Castellón,0.071595,40.424122,Explotación de ganado porcino,
7611,1488,CARNICERÍA RANGÚN S.L. ,16.336,CARNICERÍA RANGÚN S.L.,Horcajo de Santiago,Cuenca,-2.9712,39.6556,Explotación de ganado porcino,
7083,1489,HERRERO BERNUZ ,16.336,HERRERO BERNUZ,Benafigos,Castellón,-0.144596,40.23742,Explotación de ganado porcino,
10022,1490,"EXPLOTACIÓN AVÍCOLA DE POLLOS DE ENGORDE ""LOMAS DEL PRADO"" ",16.3,"EXPLOTACIÓN AVÍCOLA DE POLLOS DE ENGORDE ""LOMAS DEL PRADO""",Albuñán,Granada,-3.151,37.235,Avicultura,
9726,1491,SEVERINO BELLO FUENTES Y OTROS SC ,16.3,SEVERINO BELLO FUENTES Y OTROS S.C,Baltar,Ourense,-7.71413,41.95157,Explotación de ganado porcino,
9308,1492,EXPLOTACIÓN PORCINA ANRE ,16.3,"EXPLOTACIÓN PORCINA ANRE, S.C.",Gumiel de Mercado,Burgos,-3.808814,41.736589,Explotación de ganado porcino,
8664,1493,JUAN CARLOS GUERRERO CIHUELO ,16.3,JUAN CARLOS GUERRERO CIHUELO,Castilruiz,Soria,-2.053453,41.88875,Explotación de ganado porcino,
8507,1494,GRANJA LA MORA ,16.3,COMERCIAL PECUARIOA SEGOVIANA S.L,Nava de la Asunción,Segovia,-4.525144,41.121289,Explotación de ganado porcino,
8206,1495,"PERAL TRIGO, S.L. ",16.3,PERAL TRIGO S.L.,Cubo de Benavente,Zamora,-6.154644,42.120094,Explotación de ganado porcino,
8083,1496,"ANDRÉS MACHÍN, C.B. ",16.3,"ANDRÉS MACHÍN, C.B.",Coscurita,Soria,-2.492778,41.416944,Explotación de ganado porcino,
5105,1497,GRANJA LAS HERRIZAS ,16.3,"PRODUCTORA DE GANADO PORCINO, S.L.",Almargen,Málaga,-4.997389,37.003811,Explotación de ganado porcino,
4423,1498,GARCIA PRIM ,16.3,GARCÍA PRIM S.L.,Macotera,Salamanca,-5.304444,40.827222,Explotación de ganado porcino,
3990,1499,GRANJA LA GUINDALERA ,16.3,GRANJA LA GUINDALERA,Almazán,Soria,-2.56,41.488333,Explotación de ganado porcino,
3572,1500,GRANJA CARMEN ALTO ,16.3,"SAOLCO SEVILLA, S.L.",Puente Genil,Córdoba,-4.705823,37.228525,Explotación de ganado porcino,
1210,1501,JUAN CARLOS PÉREZ BLESA ,16.3,JUAN CARLOS PÉREZ BLESA,Huercal,Almeria,-1.876179,37.495715,Explotación de ganado porcino,
1209,1502,CANADILLAR ,16.3,ALFONSO JIMÉNEZ ALCÁZAR,Pulpí,Almeria,-1.754118,37.419528,Explotación de ganado porcino,
9504,1503,VERGE DELS SOLERS ,16.295,"LLORENÇ JUANXICH, ANTONIO",Ponts,Lleida,1.208124,41.937267,Explotación de ganado porcino,
2334,1504,GRANJA PUIGPINOS ,16.295,"PUIGPINOS I FONT, ESTEVE",Ponts,Lleida,1.200919,41.898127,Explotación de ganado porcino,
7339,1505,JUAN DOMINGO GALLEGO CUERDA ,16.269,JUAN DOMINGO GALLEGO CUERDA,Valdeganga,Albacete,-1.6215,39.1433,Explotación de ganado porcino,
7786,1506,GRANJA SALVANY ,16.266,GRANJA SALVANY SAT 709,Preixens,Lleida,1.05852,41.796871,Explotación de ganado porcino,
2241,1507,GRANJA MUNTANE ,16.266,"MUNTANÉ, FARRATGES I AGROPEUARIA S.L.",Tárrega,Lleida,1.17745,41.651504,Explotación de ganado porcino,
2288,1508,ES222540000147-ZAIDÍN ,16.25,INFANTES MONTIEL JOSE,Zaidin,Huesca,0.310814,41.667831,Explotación de ganado porcino,
5944,1509,"GRANJA ARCADI, S.L.-1 POL 13 PARC 115 ",16.241,"GRANJA ARCADI, S.L.",Murillo El Cuende,Navarra,-1.616106,42.311116,Explotación de ganado porcino,
5677,1510,CASANOVA DEL SOLER DE L´ESPINA ,16.231,"EXPLOTACIONS RAMADERES AGROGRA, S.L.",Balenyà,Barcelona,2.18299,41.802476,Explotación de ganado porcino,
6795,1511,"MONTERO PEÑALBA Y OTROS, S.C ",16.2,MONTERO PEÑALVA,Huerta del Rey,Burgos,-3.342222,41.796389,Explotación de ganado porcino,
5405,1512,EXCORRIGAL S.L. ,16.2,EXCORRIGAL S.L.,Teo,Coruña (La),-8.54905,42.79696,Explotación de ganado porcino,
2707,1513,"INCOLBE, S.L. ",16.2,INVERSIONES COLIAS BENITO,Villagarcía de Campos,Valladolid,-5.204444,41.773611,Explotación de ganado porcino,
1451,1514,FRANCISCA GARCÍA ORTEGA ,16.2,FRANCISCA GARCÍA ORTEGA,Huercal,Almeria,-1.908298,37.470554,Explotación de ganado porcino,
9077,1515,EXPLOTACIÓ FALIU ,16.199,"AGRICOLA RAMADERA TORRADEFLOT, S.C.C.L.","Espluga Calba, L'",Lleida,1.002164,41.501047,Explotación de ganado porcino,
9505,1516,GRANJA SIURANA ,16.184,"SORAGI, S.L.",Siurana,Girona,2.996814,42.216657,Explotación de ganado porcino,
8919,1517,GRANJA CAL TON ,16.167,CAL TON SCCL,Almenar,Lleida,0.503118,41.770556,Explotación de ganado porcino,
1386,1518,GRANJA BOIX (TRUGES) ,16.167,"RAMADERA BOIX, S.L.",Oliola,Lleida,1.174556,41.889492,Explotación de ganado porcino,
1733,1519,ESPERANZA Nº 8 ,16.137,"CEFU, S.A.",Mula,Murcia,-1.42,37.94,Explotación de ganado porcino,
1731,1520,ESPERANZA Nº 7 ,16.137,"CEFU, S.A.",Mula,Murcia,-1.45,37.92,Explotación de ganado porcino,
8998,1521,BLAS SAURA ESPINOSA ,16.13,BLAS SAURA ESPINOSA,Torre-Pacheco,Murcia,-1.022949,37.761679,Explotación de ganado porcino,
9011,1522,JUAN MANUEL PEÑALVER PEÑALVER ,16.118,JUAN MANUEL PEÑALVER PEÑALVER,Alpuente,Valencia,-1.047649,39.866926,Explotación de ganado porcino,
7041,1523,RICARDO CARRERA RODRÍGUEZ ,16.1,RICARDO CARRERA RODRÍGUEZ,"Fresno, El",Avila,-4.768669,40.624167,Explotación de ganado porcino,
1457,1524,GINES VALERA GARCÍA ,16.1,GINES VALERA GARCÍA,Huercal,Almeria,-1.940501,37.465268,Explotación de ganado porcino,
9835,1525,ES222250000852-TAMARITE DE LITERA ,16.065,JUAN BENEDICO VISA,Tamarite de Litera,Huesca,0.421355,41.867377,Avicultura,
6439,1526,GRANJA CASTELLNOU ,16.036,"GRUPO PREMIER PIGS, SL",Castellnou de Seana,Lleida,0.964204,41.633783,Explotación de ganado porcino,
6200,1527,ES501340000014-CERDOS-LANGA DEL CASTILLO ,16.02,HNOS. SALVADOR,Landa del Castillo,Zaragoza,-1.391806,41.209585,Explotación de ganado porcino,
890,1528,CAN TANIC ,16.019,"AGROTANIC, S.L.",Cabanelles,Girona,2.838326,42.190741,Explotación de ganado porcino,
8072,1529,"GRANJA BARRIONUEVO, S.C. ",16,"GRANJA BARRIONUEVO, S.C.",Estepa,Sevilla,-4.85,37.29,Avicultura,
6926,1530,ES222250000297-CERDOS-TAMARITE DE LITERA ,16,PONCIGRUP S.L.,Tamarite de Litera,Huesca,0.345912,41.824535,Explotación de ganado porcino,
2755,1531,ROBERPOR S.L. ,16,ROBERPOR SL,Torreiglesias,Segovia,-4.069417,41.145103,Explotación de ganado porcino,
2298,1532,GRANJA JOSEP MARIA RODIE DOMINGO ,15.981,"AGROPECUARIA SANRO, S.L.",Alguaire,Lleida,0.589747,41.73049,Explotación de ganado porcino,
9488,1533,GRANJA MASIA PUIG ,15.975,"EXPLOLIFEL,SL",Torà,Lleida,1.430913,41.882799,Explotación de ganado porcino,
9161,1534,GRANJA EL COMELLAR ,15.975,"EL COMELLAR, S.C.C.L.",Llardecans,Lleida,0.560998,41.381081,Explotación de ganado porcino,
8783,1535,CAL MANCHEGO ,15.975,MARIA LLUÏSA VIOLA I SOROLLA,Algerri,Lleida,0.632781,41.810272,Explotación de ganado porcino,
6484,1536,GRANJA PIJUAN ,15.975,"PIJUAN PIJUAN, JOSE MARIA",Artesa de Segre,Lleida,1.096246,41.900559,Explotación de ganado porcino,
6384,1537,GRANJA DE L´HORT ,15.975,"COMA SANGRA, S.L.","Baronia de Rialb, La",Lleida,1.19663,41.927397,Explotación de ganado porcino,
4915,1538,CASA CASAT ,15.975,RAMON CHIMISANA GRABALOS,Sarroca debellera,Lleida,0.890925,42.364458,Explotación de ganado porcino,
4870,1539,GRANJA CAMPS NOUS ,15.975,"LAFONT I LAFONT, SC",Ventalló,Girona,3.045672,42.145077,Explotación de ganado porcino,
3313,1540,GUARDIA ROJA ,15.975,"GRANJA ELS PLANELLS, SCP",Artesa de Segre,Lleida,1.059323,41.873868,Explotación de ganado porcino,
3297,1541,MAS VENTÓS ,15.975,JOSEP FABREGA COLOM,Fontcoberta,Girona,2.818958,42.145299,Explotación de ganado porcino,
2311,1542,GRANJA ELS PLANS ,15.975,"MAS CANALS, SCP",Sant Guim de la Plana,Lleida,1.358692,41.770463,Explotación de ganado porcino,
2221,1543,GRANJA RAMELLS ,15.975,RAMON RAMELLS SOLER (ABANS: ALVARO MONTAGUT ESQUERDA),Llardecans,Lleida,0.560128,41.370768,Explotación de ganado porcino,
2215,1544,GRANJA NOGUERA ,15.975,NOGUERA GANAU JAIME,Almenar,Lleida,0.607888,41.781009,Explotación de ganado porcino,
1403,1545,GRANJA MONTSONA ,15.975,"RENANT RAMADERA, S.L.",Maials,Lleida,0.466356,41.376396,Explotación de ganado porcino,
1371,1546,GRANJA GUÀRDIA ,15.975,AGROPECUARIA DE FORADADA SL,Agramunt,Lleida,0.848034,41.621904,Explotación de ganado porcino,
2228,1547,JUAN RAMON SALLA SALTO ,15.943,JUAN RAMON SALLA SALTO,"Omells de na Gaia, Els",Lleida,1.075209,41.498753,Explotación de ganado porcino,
9167,1548,GRANJA SECÀ ,15.911,JAUME SALSE COSTAFREDA,Montgai,Lleida,0.966374,41.805398,Explotación de ganado porcino,
1300,1549,GRANJA PIENSOS DEL SEGRE ,15.91,"PIENSOS DEL SEGRE, S.A.",Granyanella,Lleida,1.202053,41.666031,Avicultura,
8360,1550,EXPLOTACIONES PORCINAS MARSAMAR-SANTOVENIA ,15.9,"EXPLOTACIONES PORCINAS MARSAMAR, S.C.",Santovenia,Zamora,-5.717844,41.86885,Explotación de ganado porcino,
6259,1551,SANTOS REGAÑO JIMÉNEZ ,15.9,"REGAÑO JIMENEZ, SANTOS",Morón de Almazán,Soria,-2.413056,41.408333,Explotación de ganado porcino,
5111,1552,GRANJA LOS RODADEROS ,15.9,"SERVICIOS AGRÍCOLAS CAMPILLOS, S.L.",Campillos,Malaga,-4.872481,36.975384,Explotación de ganado porcino,
8967,1553,JOSE RAUL MURO RUPEREZ ,15.888,JOSE RAUL MURO RUPEREZ,Alfaro,Rioja (La),-1.780719,42.189061,Explotación de ganado porcino,
6733,1554,"BARRUTIA MARTÍNEZ, FERNANDO ",15.874,FERNANDO BARRUTIA MARTINEZ,Caparroso,Navarra,-1.6575,42.353333,Explotación de ganado porcino,
6485,1555,GRANJA CABA CERVELLO ,15.866,"CABA CERVELLO, TERESA REGINA",Bell-lloc d'Urgell,Lleida,0.782823,41.613234,Explotación de ganado porcino,
8595,1556,FINCA SOLALLONG ,15.855,JOAQUIM ROVIRA BAUCELLS,Sora,Barcelona,2.197433,42.091187,Explotación de ganado porcino,
6191,1557,EXPLOTACION PORCINA DE CEBO - ESPERANZA FERNANDEZ ,15.839,ESPERANZA FERNANDEZ BASTIDA,Lorca,Murcia,-1.893493,37.825179,Explotación de ganado porcino,
8693,1558,"INVERSIONES Y PRODUCTOS MAMS, S.A ",15.8,"INVERSIONES Y PRODUCTOS MAMS, S.L","Sosa, La",Segovia,-4.185639,40.854011,Explotación de ganado porcino,
8222,1559,AGROPECUARIA HERNÁNDEZ GONZÁLEZ - MONTEJO DE ARÉVALO ,15.8,"AGROPECUARIA HERNÁNDEZ GONZÁLEZ, S.L.",Montejo de Arévalo,Segovia,-4.6425,41.160278,Explotación de ganado porcino,
6840,1560,GRANJA PORCINA EN MONTEMAYOR ,15.8,"GRANJA LOS MELLIZOS, S.L.",Montemayor,Córdoba,-4.613828,37.658041,Explotación de ganado porcino,
9486,1561,GRANJA BIOSCA BOSCH ,15.783,JOAN BIOSCA BOSCH,Torregrossa,Lleida,0.748865,41.561346,Explotación de ganado porcino,
2471,1562,GRANJA LLUSA ,15.771,LLUSA PIÑOL. FRANCESC XAVIER,Puigverd de Lleida,Lleida,0.7344,41.532778,Explotación de ganado porcino,
7428,1563,CEBADERO PORCINO LA CALAVERA ,15.754,JUAN NAVARRO MUNUERA Y ANDRÉS NÚÑEZ GARCÍA,Alhama de Murcia,Murcia,-1.420498,37.842597,Explotación de ganado porcino,
3267,1564,CEBADERO PORCINO HONDALES ,15.753,"CEBADERO PORCINO HONDALES, FERNANDO GACÍA LEGAZ.",Totana,Murcia,-1.49,37.75,Explotación de ganado porcino,
1141,1565,ES220600000800-GALLINAS-BINACED ,15.75,RAFAEL DEFIOR MONTER Y AMALIA SANTAMARIA S.C.,Binaced,Huesca,0.207597,41.825724,Avicultura,
7424,1566,CEBADERO PORCINO EL CHORLITO ,15.745,CEBADERO PORCINO EL CHORLITO,Fuente Alamo de Murcia,Murcia,-1.278752,37.734911,Explotación de ganado porcino,
9344,1567,"MINGUELA PORCINO,S.L. ",15.7,MINGUELA PORCINO,Vallelado,Segovia,-4.415006,41.388403,Explotación de ganado porcino,
8250,1568,MARGARITA CRISTÓBAL RUANO ,15.7,MARGARITA CRISTÓBAL RUANO,Montejo de Arévalo,Segovia,-4.664722,41.128333,Explotación de ganado porcino,
6311,1569,SERGIO GÓMEZ OTERO ,15.7,SERGIO GÓMEZ OTERO,Fuentepelayo,Segovia,-4.219483,41.239911,Explotación de ganado porcino,
4461,1570,"GRANJA REBOJIM, S.L. ",15.7,GRANJA REBOJIM,"Pedraja de Portillo, La",Valladolid,-4.692239,41.471458,Avicultura,
4222,1571,LA CABILDERA S.L. ,15.7,LA CABILDERA S.L.,Sepúlveda,Segovia,-3.673911,41.235733,Explotación de ganado porcino,
9264,1572,ES222130000163-CERDOS-SARIÑENA ,15.675,"AGROPECUARIA EL TORMILLO, S.L.",Sariñena,Huesca,-0.056095,41.825029,Explotación de ganado porcino,
9137,1573,GRANJA LA BONELLA 3R ,15.656,RAMON MARIA GENE BOSCH,Agramunt,Lleida,1.068992,41.776369,Explotación de ganado porcino,
8796,1574,PINYANA ,15.656,"AGROPINYANA, SCP",Castellar de la Ribera,Lleida,1.459455,42.001373,Explotación de ganado porcino,
9218,1575,GRANJA JOSEP COLOM ,15.646,"RAMAFUST, S.L.",Juneda,Lleida,0.839689,41.540726,Explotación de ganado porcino,
1715,1576,CEBADERO DE CERDOS EL RAIGUERO ,15.624,GRASAS ROMERO Y CIA,Totana,Murcia,-1.43,37.71,Explotación de ganado porcino,
8391,1577,GRANJA COROMINAS ,15.609,"TORRENTÓ I FILL, SL",Viver i Serrateix,Barcelona,1.835119,41.932319,Explotación de ganado porcino,
2208,1578,GRANJA MARRUGAT ,15.609,"GRUPO PREMIER PIGS, SL",Agramunt,Lleida,1.086218,41.788199,Explotación de ganado porcino,
9894,1579,ES221240000027-HUERTO ,15.6,INTEGRACIONES PORCINAS DEL PIRINEO 2015 S.A.,Huerto,Huesca,-0.167642,41.931307,Explotación de ganado porcino,
9592,1580,ES CAPARO ,15.6,AVICOLA SON PEROT S.A.,Manacor,Balears (Illes),3.209532,39.569717,Avicultura,
9238,1581,VASILICA TATU ,15.6,VASILICA TATU,Valdenebro,Soria,-2.883531,41.604428,Explotación de ganado porcino,
8748,1582,PORGAOR S.L. ,15.6,PORGAOR S.L.,Langa de Duero,Soria,-3.457222,41.575,Explotación de ganado porcino,
2959,1583,ES500950000299-CERDOS-EJEA DE LOS CABALLEROS ,15.6,AGROPECUARIA FARASDUES S.C.,Ejea de los Caballeros,Zaragoza,-1.111417,42.221541,Explotación de ganado porcino,
1889,1584,EXPLOTACIÓN DE CERDAS MADRES O BOUZO ,15.6,"COREN, S.C.L",Baltar,Ourense,-7.670266,41.970104,Explotación de ganado porcino,
878,1585,MAS PARDALA ,15.592,"SALVADOR BRAMON - DOLORS LLOBET, C.B.",Villademuls,Girona,2.834649,42.156648,Explotación de ganado porcino,
8794,1586,GRANJA POMANYONS ,15.566,AGROPECUARIA POMANYONS S.A.,"Baronia de Rialb, La",Lleida,1.199186,41.97198,Explotación de ganado porcino,
7253,1587,JOSÉ SORO MARÍN ,15.561,JOSÉ SORO MARÍN,Robledo,Albacete,-2.435,38.5729,Explotación de ganado porcino,
2664,1588,MAGROPOR ,15.541,"MAGROPOR, S.L.",Utiel,Valencia,-1.202039,39.569331,Explotación de ganado porcino,
2293,1589,GRANJA BIOSCA BOSCH ,15.528,"BOSCH LLUSÀ, MARIA",Torregrossa,Lleida,0.749941,41.562466,Explotación de ganado porcino,
9091,1590,GUARDIA PIJUAN ,15.526,AGROPECUARIA DE FORADADA SL,Foradada,Lleida,1.017811,41.874294,Explotación de ganado porcino,
10043,1591,ES222130000168-SARIÑENA ,15.5,EXPLOTACIONES EL CAMPANERO,Sariñena,Huesca,-0.157691,41.791631,Explotación de ganado porcino,
9233,1592,JAIRO DE LAMA PLAZA ,15.5,JAIRO DE LAMA PLAZA,Campo de San pedro,Segovia,-3.578833,41.460344,Explotación de ganado porcino,
5252,1593,FINCA GORDILLO ,15.5,"AGROGANADERA PÉREZ RACERO, S.L.","Saucejo, El ",Sevilla,-5.100106,37.067271,Explotación de ganado porcino,
2489,1594,GRANJA LA SERRA ,15.493,"IBOSIM PLACE, S.L.",Bellvei,Tarragona,1.569215,41.259575,Explotación de ganado porcino,
1331,1595,AGROIXOLS ,15.493,"MONCALVILLO DE NEGOCIOS, S.L.",Móra d'Ebre,Tarragona,0.609554,41.109242,Explotación de ganado porcino,
9971,1596,GRANJA BOSCH (0110AI) ,15.464,"BOSCH LOPEZ, JOSEP M.","Alamús, Els",Lleida,0.755506,41.60086,Explotación de ganado porcino,
5643,1597,"CEFU, S.A. ",15.456,"CEFU, S.A.",Santa Cruz del retamar,Toledo,-4.2605,39.9654,Explotación de ganado porcino,
8597,1598,GRANJA PICH CODINA ,15.451,ISIDRE PICH CODINA,Sant Joan de Vilatorrada,Barcelona,1.807108,41.784777,Explotación de ganado porcino,
6371,1599,CAN GITANET ,15.444,"GRANJA EL TARRE, S.L.",Gurb,Barcelona,2.207021,41.937606,Explotación de ganado porcino,
7430,1600,CEBADERO PORCINO EL CANÓNIGO ,15.43,CEBADERO PORCINO BALTASAR MUÑOZ Y OTROS,Fuente Álamo de Murcia,Murcia,-1.276689,37.682903,Explotación de ganado porcino,
8805,1601,GRANJA BERVALL SCP ,15.411,EXPLOTACIONS AGROPECUARIES LA PUNTETA RO,"Granja d'Escarp, La",Lleida,0.364201,41.411853,Explotación de ganado porcino,
5999,1602,GRANJA EL RINCÓN - EL SALTADOR ,15.4,FRANCISCO PARRA URIBE,Huercal,Almeria,-1.845145,37.40778,Explotación de ganado porcino,
2902,1603,ES502400000006-CERDOS-SÁSTAGO ,15.395,FUNES VILLANUEVA S.C.,Sastago,Zaragoza,-0.340488,41.336999,Explotación de ganado porcino,
7347,1604,EXPLOTACIÓN AGRARIA G.T. C.B. ,15.375,AGROPECUARIA G.T. C.B.,Argamasilla de Alba,Ciudad Real,-3.1583,38.9701,Explotación de ganado porcino,
5606,1605,"AVÍCOLA MORALEJA, S.A. ",15.373,"AVÍCOLA MORALEJA, S.A.",Añover de Tajo,Toledo,-3.7754,40.002,Avicultura,
2605,1606,EXPLOTACIONES AGROPECUARIAS PENTA ,15.37,"EXPLOTACIÓN AGROPECUARIA PENTA, S.L.",Bétera,Valencia,-0.488477,39.623281,Explotación de ganado porcino,
7757,1607,CEBADERO PORCINO LOS GALVEZ ,15.365,CEBADERO PORCINO LOS GALVEZ,Fuente Alamo de Murcia,Murcia,-1.1739,37.699,Explotación de ganado porcino,
1833,1608,"AGROPECUARIA ALESVES, S.L. ",15.364,"AGROPECUARIA ALESVES, S.L.",Villafranca,Navarra,-1.74802,42.28111,Explotación de ganado porcino,
9939,1609,GRANJA EROLES ,15.336,JOSEP MARIA EROLES NOVAU,Vilanova de Meià,Lleida,0.989036,41.992536,Explotación de ganado porcino,
6380,1610,CAL SOLDEVILA ,15.336,DAVID QUEROL SANTAULARIA,Torà,Lleida,1.503874,41.860033,Explotación de ganado porcino,
4873,1611,GRANJA VALMANYA ,15.336,"GLOBALPORC, S.L.",Alcarrás,Lleida,0.50308,41.593436,Explotación de ganado porcino,
1327,1612,GRANJA GIRIBET ,15.336,PARTIDA AGUINELLA,Anglesola,Lleida,1.061574,41.688235,Explotación de ganado porcino,
4279,1613,ES441460000006-CERDOS-MATA DE LOS OLMOS (LA) ,15.319,EXPLOTACIONES EL CARPIO S.L.,"Mata de los Olmos, La",Teruel,-0.449721,40.838917,Explotación de ganado porcino,
